ID,Address,City,State,Zip,Country,Lat,Lng
ChIJrVuzK4lZwokR3ortabRx73w,72 Spring St,New York,NY,10012,USA,40.7224078,-73.9978892
ChIJbV6dTIlYwokRkeVlOvPTaYc,338 Columbus Ave,New York,NY,10023,USA,40.7799012,-73.9772584
ChIJ-Yi6s5ZZwokRBOqkJoZ4eZI,378 6th Ave,New York,NY,10011,USA,40.7329641,-73.9996651
ChIJKzw4h4VYwokRhMAjNWYBVYU,444 Columbus Ave,New York,NY,10024,USA,40.7836197,-73.9746049
ChIJq2S0gL9YwokRs1Vz7Jz15TQ,1449 2nd Ave,New York,NY,10021,USA,40.7712066,-73.9569095
ChIJVa1oUrhYwokRBGI5O1Ryq_A,1515 York Ave,New York,NY,10028,USA,40.7724388,-73.9500115
ChIJKXzeQ7xYwokRh0GJCLfSfsc,1488 3rd Ave,New York,NY,10028,USA,40.77742360000001,-73.9553506
ChIJVXZ0x4RYwokRKe2K8RzBr7s,540 Columbus Ave,New York,NY,10024,USA,40.7868324,-73.97218939999999
ChIJ-QWUNrpYwokRO2no-j5UaWY,1631 1st Avenue,New York,NY,10028,USA,40.7761562,-73.9502383
ChIJkyhPxbxYwokRqfbxItoOif4,120 E 87th St,New York,NY,10128,USA,40.7802076,-73.9557811
ChIJ37Y_oL5ZwokR6aBVDYfRJfk,124 8th Ave,New York,NY,10011,USA,40.7411261,-74.0011779
ChIJA2woBLBYwokRjRZHz2geIgU,400 E 90th St,New York,NY,10128,USA,40.7791831,-73.9472423
ChIJfSU9l4JYwokRwtotVdlg0wA,2498 Broadway,New York,NY,10025,USA,40.7924531,-73.9730028
ChIJZXqE96RYwokRbWktSH0f078,1642 3rd Ave,New York,NY,10128,USA,40.7826501,-73.9515438
ChIJ7znb24ZZwokRrelwtLjX6fE,80 Delancey St,New York,NY,10002,USA,40.719354,-73.9898599
ChIJr8RwIyj2wokR9Hd2NwN3rbc,2521 Broadway,New York,NY,10025,USA,40.793673,-73.97303099999999
ChIJ9SBSP6FYwokRCj82iWoEX5U,1378 Madison Ave,New York,NY,10128,USA,40.7871231,-73.9544765
